HISP_label,MIG_label,LANP,PINCP,NP,RNTP,AGEP
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,2,1100,63
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28000,3,450,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,450,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,450,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,37000,1,950,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,570,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,570,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26000,3,570,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1360,120000,8,1600,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1360,0,8,1600,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1360,-19999,8,1600,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1360,-19999,8,1600,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,8,1600,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,8,1600,1
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,8,1600,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1360,0,8,1600,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22900,5,400,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,400,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,400,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,400,9
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,400,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,5,500,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,3600,5,500,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,500,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,500,4
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,5,500,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,2,600,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,600,19
Honduran,"Yes, same house (nonmovers)",1200,72000,2,1200,21
Honduran,"Yes, same house (nonmovers)",1200,0,2,1200,18
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,16000,3,380,34
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,3,380,16
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,380,11
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,70000,2,750,46
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,25000,2,750,45
Mexican,"Yes, same house (nonmovers)",1200,33000,1,1400,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24000,3,550,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24600,3,550,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8400,3,550,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,1,1500,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28000,3,700,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,75000,3,700,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1000,3,700,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,46300,2,980,67
Puerto Rican,"Yes, same house (nonmovers)",1200,11000,2,980,66
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,3,900,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10000,3,900,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,60000,3,900,21
Cuban,"Yes, same house (nonmovers)",1200,16900,3,550,51
Puerto Rican,"Yes, same house (nonmovers)",0999,12500,3,550,21
Cuban,"Yes, same house (nonmovers)",0999,-19999,3,550,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,21000,2,560,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,560,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,24500,2,1200,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25200,2,1200,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40300,5,980,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,52000,5,980,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8800,5,980,85
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,980,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,980,1
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,131000,1,2000,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10000,3,1700,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,42000,3,1700,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,11700,3,1700,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1350,90000,4,1400,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1350,99000,4,1400,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1440,-19999,4,1400,5
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,4,1400,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,39000,4,1000,42
Puerto Rican,"Yes, same house (nonmovers)",0999,26700,4,1000,46
Puerto Rican,"Yes, same house (nonmovers)",0999,-19999,4,1000,9
Puerto Rican,"Yes, same house (nonmovers)",0999,-19999,4,1000,7
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,14000,4,700,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,4,700,38
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,700,14
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,700,13
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5500,2,990,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,990,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,48000,2,500,22
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,36000,2,500,23
Guatemalan,"Yes, same house (nonmovers)",1200,5000,4,1200,46
Guatemalan,"Yes, same house (nonmovers)",1200,0,4,1200,43
Guatemalan,"Yes, same house (nonmovers)",1200,3000,4,1200,18
Guatemalan,"Yes, same house (nonmovers)",1200,-19999,4,1200,12
Puerto Rican,"Yes, same house (nonmovers)",0999,8000,5,780,38
Puerto Rican,"Yes, same house (nonmovers)",0999,9200,5,780,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,4200,5,780,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,780,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-2000,5,780,37
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,16900,1,700,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20300,2,1300,70
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,72900,2,1300,63
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,19900,2,1700,22
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,7500,2,1700,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,49500,3,1700,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1155,25200,3,1700,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1750,40000,3,1700,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,11900,1,550,88
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,95000,2,1400,37
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,2,1400,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,61900,1,2800,70
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,1,1100,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,49200,1,950,70
Mexican,"Yes, same house (nonmovers)",1200,0,9,1100,28
Mexican,"Yes, same house (nonmovers)",1200,45000,9,1100,29
Mexican,"Yes, same house (nonmovers)",1200,-19999,9,1100,7
Mexican,"Yes, same house (nonmovers)",0999,-19999,9,1100,4
Mexican,"Yes, same house (nonmovers)",1200,28000,9,1100,32
Mexican,"Yes, same house (nonmovers)",1200,19000,9,1100,32
Mexican,"Yes, same house (nonmovers)",1200,0,9,1100,15
Mexican,"Yes, same house (nonmovers)",1200,-19999,9,1100,12
Mexican,"Yes, same house (nonmovers)",1200,-19999,9,1100,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,3,130,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,130,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,130,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1200,30000,3,850,48
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1200,6000,3,850,19
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1200,35000,3,850,43
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,3,550,50
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,15900,3,550,59
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,7200,3,550,42
Puerto Rican,"No, different house in US or Puerto Rico",1200,1100,4,530,22
Puerto Rican,"No, different house in US or Puerto Rico",1200,-19999,4,530,6
Puerto Rican,"No, different house in US or Puerto Rico",0999,-19999,4,530,3
Puerto Rican,"No, different house in US or Puerto Rico",0999,-19999,4,530,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,39500,3,800,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,3,800,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,3000,3,800,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,53500,3,1100,71
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,43200,3,1100,73
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1280,3,1100,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15700,2,300,87
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12000,2,300,51
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8300,2,4,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12400,2,4,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12000,5,350,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,350,11
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,350,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,350,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,350,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,49500,2,850,54
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6000,2,850,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15000,1,330,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10200,4,280,88
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5200,4,280,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,175000,4,280,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,280,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,1400,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1055,0,4,1400,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,100000,4,1400,50
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1055,14400,4,1400,46
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,13000,1,500,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38000,2,950,50
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,950,46
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,21600,2,430,24
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,42000,2,430,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10500,1,30,80
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,1100,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,4,1100,48
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,5000,4,1100,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9400,4,1100,64
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,100000,1,1400,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",4545,3200,1,200,39
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,38500,2,450,65
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,450,61
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,66000,1,1500,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14400,1,900,66
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,6900,2,580,53
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,9000,2,580,44
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,1000,3,1500,30
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,80000,3,1500,32
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,-19999,3,1500,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,37500,1,740,30
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,100000,5,1400,50
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,12000,5,1400,20
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,11900,5,1400,18
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,32000,5,1400,41
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10000,5,1400,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,37000,5,1500,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26000,5,1500,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,1500,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,1500,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,1500,2
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,508300,1,2800,66
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,52400,3,750,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,750,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,750,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,16000,5,650,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,650,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,650,8
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,650,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2100,5,650,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,2,1800,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,2,1800,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45000,1,1000,31
Mexican,"Yes, same house (nonmovers)",1200,30000,4,1100,34
Mexican,"Yes, same house (nonmovers)",1200,0,4,1100,33
Mexican,"Yes, same house (nonmovers)",1200,-19999,4,1100,9
Mexican,"Yes, same house (nonmovers)",1200,6600,4,1100,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,3,700,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,700,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,700,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1270,55000,2,1200,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,60000,2,1200,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15850,2,840,50
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,2610,2,840,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,2,650,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,65000,2,650,50
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13000,1,330,60
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,85000,2,1200,27
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,2,1200,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,42000,1,900,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,1,450,60
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14600,3,850,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,3,850,26
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,5000,3,850,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,2,350,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15000,2,350,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,16800,2,1200,49
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,1200,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,19000,2,650,63
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,16000,2,650,67
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,175000,1,1900,38
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,21000,1,170,68
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23200,1,600,82
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12600,1,570,67
Mexican,"Yes, same house (nonmovers)",1200,38400,6,1400,36
Mexican,"Yes, same house (nonmovers)",1200,15000,6,1400,22
Mexican,"Yes, same house (nonmovers)",1200,19200,6,1400,19
Mexican,"Yes, same house (nonmovers)",1200,0,6,1400,16
Mexican,"Yes, same house (nonmovers)",1200,9600,6,1400,29
Mexican,"Yes, same house (nonmovers)",1200,16800,6,1400,47
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,8600,1,430,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,6000,1,160,62
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28300,1,400,39
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,12500,1,300,92
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,27800,1,150,70
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,39000,2,910,30
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1200,50000,2,910,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10500,3,250,80
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9200,3,250,66
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10400,3,250,61
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,1,930,18
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",1277,16000,2,900,28
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,2,900,1
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,43000,2,1000,62
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,17000,2,1000,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2575,50000,4,1200,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2575,40000,4,1200,51
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",2575,7500,4,1200,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2575,300,4,1200,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,16700,1,100,80
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,500,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,2,500,48
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,4800,1,250,67
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32700,1,960,75
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,5,1000,37
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,1000,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,1000,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,1000,15
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,1000,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,60000,2,1300,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,56000,2,1300,42
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,35000,2,1400,49
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,28000,2,1400,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1400,2,600,71
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,17000,2,600,67
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,3700,2,900,21
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1500,2,900,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,2,500,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,27000,2,500,23
Puerto Rican,"Yes, same house (nonmovers)",1200,10400,6,1000,35
Puerto Rican,"Yes, same house (nonmovers)",0999,230,6,1000,34
Puerto Rican,"Yes, same house (nonmovers)",0999,-19999,6,1000,12
Puerto Rican,"Yes, same house (nonmovers)",0999,-19999,6,1000,11
Puerto Rican,"Yes, same house (nonmovers)",0999,8400,6,1000,18
Cuban,"Yes, same house (nonmovers)",0999,0,6,1000,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,3,400,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,3,400,55
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,40000,3,400,21
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,2,1000,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,7000,2,1000,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,70000,1,830,64
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,49000,1,410,64
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,75000,1,920,82
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,1000,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1000,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,1000,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,1000,35
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,1,620,42
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,1000,3,660,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,500,3,660,23
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,8010,3,660,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,490,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,490,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,490,4
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,4,490,0
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,102000,2,1300,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,1300,49
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,2900,1,300,83
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,1,210,68
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,23900,1,450,80
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,2,1300,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,46500,2,1300,24
Salvadoran,"Yes, same house (nonmovers)",1200,30000,3,500,41
Salvadoran,"Yes, same house (nonmovers)",1200,30000,3,500,40
Salvadoran,"Yes, same house (nonmovers)",1200,24000,3,500,39
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,2,800,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,22000,2,800,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9900,3,730,42
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,730,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9400,3,730,67
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,150,5,1600,30
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,40000,5,1600,31
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,-19999,5,1600,6
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,-19999,5,1600,2
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,5,1600,0
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,59000,1,980,48
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,104000,4,1600,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,50000,4,1600,25
Not Spanish/Hispanic/Latino,N/A (less than 1 year old),0999,-19999,4,1600,0
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,40000,4,1600,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,41000,4,380,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,4,380,32
